x,y,err,iters,ok
-0.5100,-0.4533,0.180743,120,0
-0.4533,-0.4533,0.210443,120,0
-0.3967,-0.4533,0.242617,120,0
-0.3400,-0.4533,0.277020,120,0
-0.2833,-0.4533,0.313426,120,0
-0.2267,-0.4533,0.000000,1,1
-0.1700,-0.4533,0.000000,1,1
-0.1133,-0.4533,0.000000,1,1
-0.0567,-0.4533,0.000000,1,1
0.0000,-0.4533,0.000000,1,1
0.0567,-0.4533,0.000000,1,1
0.1133,-0.4533,0.000000,1,1
0.1700,-0.4533,0.000000,1,1
0.2267,-0.4533,0.000000,1,1
0.2833,-0.4533,0.000000,1,1
0.3400,-0.4533,0.000000,1,1
0.3967,-0.4533,0.000000,1,1
0.4533,-0.4533,0.000000,1,1
0.5100,-0.4533,0.000000,1,1
0.5667,-0.4533,0.000000,1,1
0.6233,-0.4533,0.000000,1,1
0.6800,-0.4533,0.000000,1,1
0.7367,-0.4533,0.000000,1,1
0.7933,-0.4533,0.000000,1,1
0.8500,-0.4533,0.000000,1,1
0.9067,-0.4533,0.000000,1,1
0.9633,-0.4533,0.000000,1,1
1.0200,-0.4533,0.000000,1,1
1.0767,-0.4533,0.000000,1,1
1.1333,-0.4533,0.000000,1,1
1.1900,-0.4533,0.000000,1,1
1.2467,-0.4533,0.000000,1,1
1.3033,-0.4533,0.000000,1,1
1.3600,-0.4533,0.000000,1,1
1.4167,-0.4533,0.000000,1,1
1.4733,-0.4533,0.000000,1,1
1.5300,-0.4533,0.000000,1,1
1.5867,-0.4533,0.000000,1,1
1.6433,-0.4533,0.004726,1,1
1.7000,-0.4533,0.059407,120,0
-1.7000,-0.3967,0.329031,120,0
-1.6433,-0.3967,0.288553,120,0
-1.5867,-0.3967,0.249731,120,0
-1.5300,-0.3967,0.212779,120,0
-1.4733,-0.3967,0.177931,120,0
-1.4167,-0.3967,0.145448,120,0
-1.3600,-0.3967,0.115613,120,0
-1.3033,-0.3967,0.088726,120,0
-1.2467,-0.3967,0.065098,120,0
-1.1900,-0.3967,0.045039,120,0
-1.1333,-0.3967,0.028844,120,0
-1.0767,-0.3967,0.016776,120,0
-1.0200,-0.3967,0.009225,1,1
-0.9633,-0.3967,0.005876,1,1
-0.9067,-0.3967,0.007152,1,1
-0.8500,-0.3967,0.012883,120,0
-0.7933,-0.3967,0.023095,120,0
-0.7367,-0.3967,0.037531,120,0
-0.6800,-0.3967,0.055950,120,0
-0.6233,-0.3967,0.078069,120,0
-0.5667,-0.3967,0.103583,120,0
-0.5100,-0.3967,0.132178,120,0
-0.4533,-0.3967,0.163550,120,0
-0.3967,-0.3967,0.197406,120,0
-0.3400,-0.3967,0.233477,120,0
-0.2833,-0.3967,0.271516,120,0
-0.2267,-0.3967,0.000000,1,1
-0.1700,-0.3967,0.000000,1,1
-0.1133,-0.3967,0.000000,1,1
-0.0567,-0.3967,0.000000,1,1
0.0000,-0.3967,0.000000,1,1
0.0567,-0.3967,0.000000,1,1
0.1133,-0.3967,0.000000,1,1
0.1700,-0.3967,0.000000,1,1
0.2267,-0.3967,0.000000,1,1
0.2833,-0.3967,0.000000,1,1
0.3400,-0.3967,0.000000,1,1
0.3967,-0.3967,0.000000,1,1
0.4533,-0.3967,0.000000,1,1
0.5100,-0.3967,0.000000,1,1
0.5667,-0.3967,0.000000,1,1
0.6233,-0.3967,0.000000,1,1
0.6800,-0.3967,0.000000,1,1
0.7367,-0.3967,0.000000,1,1
0.7933,-0.3967,0.000000,1,1
0.8500,-0.3967,0.000000,1,1
0.9067,-0.3967,0.000000,1,1
0.9633,-0.3967,0.000000,1,1
1.0200,-0.3967,0.000000,1,1
1.0767,-0.3967,0.000000,1,1
1.1333,-0.3967,0.000000,1,1
1.1900,-0.3967,0.000000,1,1
1.2467,-0.3967,0.000000,1,1
1.3033,-0.3967,0.000000,1,1
1.3600,-0.3967,0.000000,1,1
1.4167,-0.3967,0.000000,1,1
1.4733,-0.3967,0.000000,1,1
1.5300,-0.3967,0.000000,1,1
1.5867,-0.3967,0.000000,1,1
1.6433,-0.3967,0.000000,1,1
1.7000,-0.3967,0.045665,120,0
-1.7000,-0.3400,0.291029,120,0
-1.6433,-0.3400,0.248931,120,0
-1.5867,-0.3400,0.208418,120,0
-1.5300,-0.3400,0.169712,120,0
-1.4733,-0.3400,0.133064,120,0
-1.4167,-0.3400,0.098759,120,0
-1.3600,-0.3400,0.067110,120,0
-1.3033,-0.3400,0.038459,120,0
-1.2467,-0.3400,0.013168,120,0
-1.1900,-0.3400,0.000000,1,1
-1.1333,-0.3400,0.000000,1,1
-1.0767,-0.3400,0.000000,1,1
-1.0200,-0.3400,0.000000,1,1
-0.9633,-0.3400,0.000000,1,1
-0.9067,-0.3400,0.000000,1,1
-0.8500,-0.3400,0.000000,1,1
-0.7933,-0.3400,0.000000,1,1
-0.7367,-0.3400,0.000000,1,1
-0.6800,-0.3400,0.003347,1,1
-0.6233,-0.3400,0.027066,120,0
-0.5667,-0.3400,0.054307,120,0
-0.5100,-0.3400,0.084700,120,0
-0.4533,-0.3400,0.117895,120,0
-0.3967,-0.3400,0.153564,120,0
-0.3400,-0.3400,0.191411,120,0
-0.2833,-0.3400,0.231170,120,0
-0.2267,-0.3400,0.000000,1,1
-0.1700,-0.3400,0.000000,1,1
-0.1133,-0.3400,0.000000,1,1
-0.0567,-0.3400,0.000000,1,1
0.0000,-0.3400,0.000000,1,1
0.0567,-0.3400,0.000000,1,1
0.1133,-0.3400,0.000000,1,1
0.1700,-0.3400,0.000000,1,1
0.2267,-0.3400,0.000000,1,1
0.2833,-0.3400,0.000000,1,1
0.3400,-0.3400,0.000000,1,1
0.3967,-0.3400,0.000000,1,1
0.4533,-0.3400,0.000000,1,1
0.5100,-0.3400,0.000000,1,1
0.5667,-0.3400,0.000000,1,1
0.6233,-0.3400,0.000000,1,1
0.6800,-0.3400,0.000000,1,1
0.7367,-0.3400,0.000000,1,1
0.7933,-0.3400,0.000000,1,1
0.8500,-0.3400,0.000000,1,1
0.9067,-0.3400,0.000000,1,1
0.9633,-0.3400,0.000000,1,1
1.0200,-0.3400,0.000000,1,1
1.0767,-0.3400,0.000000,1,1
1.1333,-0.3400,0.000000,1,1
1.1900,-0.3400,0.000000,1,1
1.2467,-0.3400,0.000000,1,1
1.3033,-0.3400,0.000000,1,1
1.3600,-0.3400,0.000000,1,1
1.4167,-0.3400,0.000000,1,1
1.4733,-0.3400,0.000000,1,1
1.5300,-0.3400,0.000000,1,1
1.5867,-0.3400,0.000000,1,1
1.6433,-0.3400,0.000000,1,1
1.7000,-0.3400,0.033667,120,0
-1.7000,-0.2833,0.254880,120,0
-1.6433,-0.2833,0.211113,120,0
-1.5867,-0.2833,0.168838,120,0
-1.5300,-0.2833,0.128284,120,0
-1.4733,-0.2833,0.089716,120,0
-1.4167,-0.2833,0.053440,120,0
-1.3600,-0.2833,0.019801,120,0
-1.3033,-0.2833,0.000000,1,1
-1.2467,-0.2833,0.000000,1,1
-1.1900,-0.2833,0.000000,1,1
-1.1333,-0.2833,0.000000,1,1
-1.0767,-0.2833,0.000000,1,1
-1.0200,-0.2833,0.000000,1,1
-0.9633,-0.2833,0.000000,1,1
-0.9067,-0.2833,0.000000,1,1
-0.8500,-0.2833,0.000000,1,1
-0.7933,-0.2833,0.000000,1,1
-0.7367,-0.2833,0.000000,1,1
-0.6800,-0.2833,0.000000,1,1
-0.6233,-0.2833,0.000000,1,1
-0.5667,-0.2833,0.006147,1,1
-0.5100,-0.2833,0.038519,120,0
-0.4533,-0.2833,0.073697,120,0
-0.3967,-0.2833,0.111312,120,0
-0.3400,-0.2833,0.151040,120,0
-0.2833,-0.2833,0.192599,120,0
-0.2267,-0.2833,0.000000,1,1
-0.1700,-0.2833,0.000000,1,1
-0.1133,-0.2833,0.022310,120,0
-0.0567,-0.2833,0.038525,120,0
0.0000,-0.2833,0.044136,120,0
0.0567,-0.2833,0.038525,120,0
0.1133,-0.2833,0.022310,120,0
0.1700,-0.2833,0.000000,1,1
0.2267,-0.2833,0.000000,1,1
0.2833,-0.2833,0.000000,1,1
0.3400,-0.2833,0.000000,1,1
0.3967,-0.2833,0.000000,1,1
0.4533,-0.2833,0.000000,1,1
0.5100,-0.2833,0.000000,1,1
0.5667,-0.2833,0.000000,1,1
0.6233,-0.2833,0.000000,1,1
0.6800,-0.2833,0.000000,1,1
0.7367,-0.2833,0.000000,1,1
0.7933,-0.2833,0.000000,1,1
0.8500,-0.2833,0.000000,1,1
0.9067,-0.2833,0.000000,1,1
0.9633,-0.2833,0.000000,1,1
1.0200,-0.2833,0.000000,1,1
1.0767,-0.2833,0.000000,1,1
1.1333,-0.2833,0.000000,1,1
1.1900,-0.2833,0.000000,1,1
1.2467,-0.2833,0.000000,1,1
1.3033,-0.2833,0.000000,1,1
1.3600,-0.2833,0.000000,1,1
1.4167,-0.2833,0.000000,1,1
1.4733,-0.2833,0.000000,1,1
1.5300,-0.2833,0.000000,1,1
1.5867,-0.2833,0.000000,1,1
1.6433,-0.2833,0.000000,1,1
1.7000,-0.2833,0.023451,120,0
-1.7000,-0.2267,0.220800,120,0
-1.6433,-0.2267,0.175331,120,0
-1.5867,-0.2267,0.131238,120,0
-1.5300,-0.2267,0.088754,120,0
-1.4733,-0.2267,0.048151,120,0
-1.4167,-0.2267,0.009932,2,1
-1.3600,-0.2267,0.000000,1,1
-1.3033,-0.2267,0.000000,1,1
-1.2467,-0.2267,0.000000,1,1
-1.1900,-0.2267,0.000000,1,1
-1.1333,-0.2267,0.000000,1,1
-1.0767,-0.2267,0.000000,1,1
-1.0200,-0.2267,0.000000,1,1
-0.9633,-0.2267,0.000000,1,1
-0.9067,-0.2267,0.000000,1,1
-0.8500,-0.2267,0.000000,1,1
-0.7933,-0.2267,0.000000,1,1
-0.7367,-0.2267,0.000000,1,1
-0.6800,-0.2267,0.000000,1,1
-0.6233,-0.2267,0.000000,1,1
-0.5667,-0.2267,0.000000,1,1
-0.5100,-0.2267,0.000000,1,1
-0.4533,-0.2267,0.031222,120,0
-0.3967,-0.2267,0.070912,120,0
-0.3400,-0.2267,0.112617,120,0
-0.2833,-0.2267,0.156044,120,0
-0.2267,-0.2267,0.006915,1,1
-0.1700,-0.2267,0.044136,120,0
-0.1133,-0.2267,0.074049,120,0
-0.0567,-0.2267,0.093827,120,0
0.0000,-0.2267,0.100803,120,0
0.0567,-0.2267,0.093827,120,0
0.1133,-0.2267,0.074049,120,0
0.1700,-0.2267,0.044136,120,0
0.2267,-0.2267,0.006915,1,1
0.2833,-0.2267,0.000000,1,1
0.3400,-0.2267,0.000000,1,1
0.3967,-0.2267,0.000000,1,1
0.4533,-0.2267,0.000000,1,1
0.5100,-0.2267,0.000000,1,1
0.5667,-0.2267,0.000000,1,1
0.6233,-0.2267,0.000000,1,1
0.6800,-0.2267,0.000000,1,1
0.7367,-0.2267,0.000000,1,1
0.7933,-0.2267,0.000000,1,1
0.8500,-0.2267,0.000000,1,1
0.9067,-0.2267,0.000000,1,1
0.9633,-0.2267,0.000000,1,1
1.0200,-0.2267,0.000000,1,1
1.0767,-0.2267,0.000000,1,1
1.1333,-0.2267,0.000000,1,1
1.1900,-0.2267,0.000000,1,1
1.2467,-0.2267,0.000000,1,1
1.3033,-0.2267,0.000000,1,1
1.3600,-0.2267,0.000000,1,1
1.4167,-0.2267,0.000000,1,1
1.4733,-0.2267,0.000000,1,1
1.5300,-0.2267,0.000000,1,1
1.5867,-0.2267,0.000000,1,1
1.6433,-0.2267,0.000000,1,1
1.7000,-0.2267,0.015047,120,0
-1.7000,-0.1700,0.189030,120,0
-1.6433,-0.1700,0.141846,120,0
-1.5867,-0.1700,0.095900,120,0
-1.5300,-0.1700,0.051421,120,0
-1.4733,-0.1700,0.009933,1,1
-1.4167,-0.1700,0.000000,1,1
-1.3600,-0.1700,0.000000,1,1
-1.3033,-0.1700,0.000000,1,1
-1.2467,-0.1700,0.000000,1,1
-1.1900,-0.1700,0.000000,1,1
-1.1333,-0.1700,0.000000,1,1
-1.0767,-0.1700,0.000000,1,1
-1.0200,-0.1700,0.000000,1,1
-0.9633,-0.1700,0.000000,1,1
-0.9067,-0.1700,0.000000,1,1
-0.8500,-0.1700,0.000000,1,1
-0.7933,-0.1700,0.000000,1,1
-0.7367,-0.1700,0.000000,1,1
-0.6800,-0.1700,0.000000,1,1
-0.6233,-0.1700,0.000000,1,1
-0.5667,-0.1700,0.000000,1,1
-0.5100,-0.1700,0.000000,1,1
-0.4533,-0.1700,0.000000,1,1
-0.3967,-0.1700,0.032670,120,0
-0.3400,-0.1700,0.076432,120,0
-0.2833,-0.1700,0.121773,120,0
-0.2267,-0.1700,0.168446,120,0
-0.1700,-0.1700,0.087053,120,0
-0.1133,-0.1700,0.123155,120,0
-0.0567,-0.1700,0.148274,120,0
0.0000,-0.1700,0.157470,120,0
0.0567,-0.1700,0.148274,120,0
0.1133,-0.1700,0.123155,120,0
0.1700,-0.1700,0.087053,120,0
0.2267,-0.1700,0.044136,120,0
0.2833,-0.1700,0.000000,1,1
0.3400,-0.1700,0.000000,1,1
0.3967,-0.1700,0.000000,1,1
0.4533,-0.1700,0.000000,1,1
0.5100,-0.1700,0.000000,1,1
0.5667,-0.1700,0.000000,1,1
0.6233,-0.1700,0.000000,1,1
0.6800,-0.1700,0.000000,1,1
0.7367,-0.1700,0.000000,1,1
0.7933,-0.1700,0.000000,1,1
0.8500,-0.1700,0.000000,1,1
0.9067,-0.1700,0.000000,1,1
0.9633,-0.1700,0.000000,1,1
1.0200,-0.1700,0.000000,1,1
1.0767,-0.1700,0.000000,1,1
1.1333,-0.1700,0.000000,1,1
1.1900,-0.1700,0.000000,1,1
1.2467,-0.1700,0.000000,1,1
1.3033,-0.1700,0.000000,1,1
1.3600,-0.1700,0.000000,1,1
1.4167,-0.1700,0.000000,1,1
1.4733,-0.1700,0.000000,1,1
1.5300,-0.1700,0.000000,1,1
1.5867,-0.1700,0.000000,1,1
1.6433,-0.1700,0.000000,1,1
1.7000,-0.1700,0.008489,1,1
-1.7000,-0.1133,0.159823,120,0
-1.6433,-0.1133,0.110942,120,0
-1.5867,-0.1133,0.063138,120,0
-1.5300,-0.1133,0.016628,120,0
-1.4733,-0.1133,0.000000,1,1
-1.4167,-0.1133,0.000000,1,1
-1.3600,-0.1133,0.000000,1,1
-1.3033,-0.1133,0.000000,1,1
-1.2467,-0.1133,0.000000,1,1
-1.1900,-0.1133,0.000000,1,1
-1.1333,-0.1133,0.000000,1,1
-1.0767,-0.1133,0.000000,1,1
-1.0200,-0.1133,0.000000,1,1
-0.9633,-0.1133,0.000000,1,1
-0.9067,-0.1133,0.000000,1,1
-0.8500,-0.1133,0.000000,1,1
-0.7933,-0.1133,0.000000,1,1
-0.7367,-0.1133,0.000000,1,1
-0.6800,-0.1133,0.000000,1,1
-0.6233,-0.1133,0.000000,1,1
-0.5667,-0.1133,0.000000,1,1
-0.5100,-0.1133,0.000000,1,1
-0.4533,-0.1133,0.000000,1,1
-0.3967,-0.1133,0.000000,1,1
-0.3400,-0.1133,0.042812,120,0
-0.2833,-0.1133,0.090085,120,0
-0.2267,-0.1133,0.138523,120,0
-0.1700,-0.1133,0.187935,120,0
-0.1133,-0.1133,0.167192,120,0
-0.0567,-0.1133,0.200759,120,0
0.0000,-0.1133,0.214136,120,0
0.0567,-0.1133,0.200759,120,0
0.1133,-0.1133,0.167192,120,0
0.1700,-0.1133,0.123155,120,0
0.2267,-0.1133,0.074049,120,0
0.2833,-0.1133,0.022310,120,0
0.3400,-0.1133,0.000000,1,1
0.3967,-0.1133,0.000000,1,1
0.4533,-0.1133,0.000000,1,1
0.5100,-0.1133,0.000000,1,1
0.5667,-0.1133,0.000000,1,1
0.6233,-0.1133,0.000000,1,1
0.6800,-0.1133,0.000000,1,1
0.7367,-0.1133,0.000000,1,1
0.7933,-0.1133,0.000000,1,1
0.8500,-0.1133,0.000000,1,1
0.9067,-0.1133,0.000000,1,1
0.9633,-0.1133,0.000000,1,1
1.0200,-0.1133,0.000000,1,1
1.0767,-0.1133,0.000000,1,1
1.1333,-0.1133,0.000000,1,1
1.1900,-0.1133,0.000000,1,1
1.2467,-0.1133,0.000000,1,1
1.3033,-0.1133,0.000000,1,1
1.3600,-0.1133,0.000000,1,1
1.4167,-0.1133,0.000000,1,1
1.4733,-0.1133,0.000000,1,1
1.5300,-0.1133,0.000000,1,1
1.5867,-0.1133,0.000000,1,1
1.6433,-0.1133,0.000000,1,1
1.7000,-0.1133,0.003784,1,1
-1.7000,-0.0567,0.133451,120,0
-1.6433,-0.0567,0.082925,120,0
-1.5867,-0.0567,0.033297,120,0
-1.5300,-0.0567,0.000000,1,1
-1.4733,-0.0567,0.000000,1,1
-1.4167,-0.0567,0.000000,1,1
-1.3600,-0.0567,0.000000,1,1
-1.3033,-0.0567,0.000000,1,1
-1.2467,-0.0567,0.000000,1,1
-1.1900,-0.0567,0.000000,1,1
-1.1333,-0.0567,0.000000,1,1
-1.0767,-0.0567,0.000000,1,1
-1.0200,-0.0567,0.000000,1,1
-0.9633,-0.0567,0.000000,1,1
-0.9067,-0.0567,0.000000,1,1
-0.8500,-0.0567,0.000000,1,1
-0.7933,-0.0567,0.000000,1,1
-0.7367,-0.0567,0.000000,1,1
-0.6800,-0.0567,0.000000,1,1
-0.6233,-0.0567,0.000000,1,1
-0.5667,-0.0567,0.000000,1,1
-0.5100,-0.0567,0.000000,1,1
-0.4533,-0.0567,0.000000,1,1
-0.3967,-0.0567,0.000000,1,1
-0.3400,-0.0567,0.012120,120,0
-0.2833,-0.0567,0.061301,120,0
-0.2267,-0.0567,0.111494,120,0
-0.1700,-0.0567,0.164478,120,0
-0.1133,-0.0567,0.219311,120,0
-0.0567,-0.0567,0.247331,120,0
0.0000,-0.0567,0.270803,120,0
0.0567,-0.0567,0.247331,120,0
0.1133,-0.0567,0.200759,120,0
0.1700,-0.0567,0.148274,120,0
0.2267,-0.0567,0.093827,120,0
0.2833,-0.0567,0.038525,120,0
0.3400,-0.0567,0.000000,1,1
0.3967,-0.0567,0.000000,1,1
0.4533,-0.0567,0.000000,1,1
0.5100,-0.0567,0.000000,1,1
0.5667,-0.0567,0.000000,1,1
0.6233,-0.0567,0.000000,1,1
0.6800,-0.0567,0.000000,1,1
0.7367,-0.0567,0.000000,1,1
0.7933,-0.0567,0.000000,1,1
0.8500,-0.0567,0.000000,1,1
0.9067,-0.0567,0.000000,1,1
0.9633,-0.0567,0.000000,1,1
1.0200,-0.0567,0.000000,1,1
1.0767,-0.0567,0.000000,1,1
1.1333,-0.0567,0.000000,1,1
1.1900,-0.0567,0.000000,1,1
1.2467,-0.0567,0.000000,1,1
1.3033,-0.0567,0.000000,1,1
1.3600,-0.0567,0.000000,1,1
1.4167,-0.0567,0.000000,1,1
1.4733,-0.0567,0.000000,1,1
1.5300,-0.0567,0.000000,1,1
1.5867,-0.0567,0.000000,1,1
1.6433,-0.0567,0.000000,1,1
1.7000,-0.0567,0.000954,1,1
-1.7000,0.0000,0.110190,120,0
-1.6433,0.0000,0.058115,120,0
-1.5867,0.0000,0.008784,1,1
-1.5300,0.0000,0.000000,1,1
-1.4733,0.0000,0.000000,1,1
-1.4167,0.0000,0.000000,1,1
-1.3600,0.0000,0.000000,1,1
-1.3033,0.0000,0.000000,1,1
-1.2467,0.0000,0.000000,1,1
-1.1900,0.0000,0.000000,1,1
-1.1333,0.0000,0.000000,1,1
-1.0767,0.0000,0.000000,1,1
-1.0200,0.0000,0.000000,1,1
-0.9633,0.0000,0.000000,1,1
-0.9067,0.0000,0.000000,1,1
-0.8500,0.0000,0.000000,1,1
-0.7933,0.0000,0.000000,1,1
-0.7367,0.0000,0.000000,1,1
-0.6800,0.0000,0.000000,1,1
-0.6233,0.0000,0.000000,1,1
-0.5667,0.0000,0.000000,1,1
-0.5100,0.0000,0.000000,1,1
-0.4533,0.0000,0.000000,1,1
-0.3967,0.0000,0.000000,1,1
-0.3400,0.0000,0.000000,1,1
-0.2833,0.0000,0.044136,120,0
-0.2267,0.0000,0.100803,120,0
-0.1700,0.0000,0.157470,120,0
-0.1133,0.0000,0.214136,120,0
-0.0567,0.0000,0.270803,120,0
0.0000,0.0000,0.327470,120,0
0.0567,0.0000,0.270803,120,0
0.1133,0.0000,0.214136,120,0
0.1700,0.0000,0.157470,120,0
0.2267,0.0000,0.100803,120,0
0.2833,0.0000,0.044136,120,0
0.3400,0.0000,0.000000,1,1
0.3967,0.0000,0.000000,1,1
0.4533,0.0000,0.000000,1,1
0.5100,0.0000,0.000000,1,1
0.5667,0.0000,0.000000,1,1
0.6233,0.0000,0.000000,1,1
0.6800,0.0000,0.000000,1,1
0.7367,0.0000,0.000000,1,1
0.7933,0.0000,0.000000,1,1
0.8500,0.0000,0.000000,1,1
0.9067,0.0000,0.000000,1,1
0.9633,0.0000,0.000000,1,1
1.0200,0.0000,0.000000,1,1
1.0767,0.0000,0.000000,1,1
1.1333,0.0000,0.000000,1,1
1.1900,0.0000,0.000000,1,1
1.2467,0.0000,0.000000,1,1
1.3033,0.0000,0.000000,1,1
1.3600,0.0000,0.000000,1,1
1.4167,0.0000,0.000000,1,1
1.4733,0.0000,0.000000,1,1
1.5300,0.0000,0.000000,1,1
1.5867,0.0000,0.000000,1,1
1.6433,0.0000,0.000000,1,1
1.7000,0.0000,0.000010,1,1
-1.7000,0.0567,0.090315,120,0
-1.6433,0.0567,0.036836,120,0
-1.5867,0.0567,0.000000,1,1
-1.5300,0.0567,0.000000,1,1
-1.4733,0.0567,0.000000,1,1
-1.4167,0.0567,0.000000,1,1
-1.3600,0.0567,0.000000,1,1
-1.3033,0.0567,0.000000,1,1
-1.2467,0.0567,0.000000,1,1
-1.1900,0.0567,0.000000,1,1
-1.1333,0.0567,0.000000,1,1
-1.0767,0.0567,0.000000,1,1
-1.0200,0.0567,0.000000,1,1
-0.9633,0.0567,0.000000,1,1
-0.9067,0.0567,0.000000,1,1
-0.8500,0.0567,0.000000,1,1
-0.7933,0.0567,0.000000,1,1
-0.7367,0.0567,0.000000,1,1
-0.6800,0.0567,0.000000,1,1
-0.6233,0.0567,0.000000,1,1
-0.5667,0.0567,0.000000,1,1
-0.5100,0.0567,0.000000,1,1
-0.4533,0.0567,0.000000,1,1
-0.3967,0.0567,0.000000,1,1
-0.3400,0.0567,0.000000,1,1
-0.2833,0.0567,0.038525,120,0
-0.2267,0.0567,0.093827,120,0
-0.1700,0.0567,0.148274,120,0
-0.1133,0.0567,0.200759,120,0
-0.0567,0.0567,0.247331,120,0
0.0000,0.0567,0.270803,120,0
0.0567,0.0567,0.247331,120,0
0.1133,0.0567,0.200759,120,0
0.1700,0.0567,0.148274,120,0
0.2267,0.0567,0.093827,120,0
0.2833,0.0567,0.038525,120,0
0.3400,0.0567,0.000000,1,1
0.3967,0.0567,0.000000,1,1
0.4533,0.0567,0.000000,1,1
0.5100,0.0567,0.000000,1,1
0.5667,0.0567,0.000000,1,1
0.6233,0.0567,0.000000,1,1
0.6800,0.0567,0.000000,1,1
0.7367,0.0567,0.000000,1,1
0.7933,0.0567,0.000000,1,1
0.8500,0.0567,0.000000,1,1
0.9067,0.0567,0.000000,1,1
0.9633,0.0567,0.000000,1,1
1.0200,0.0567,0.000000,1,1
1.0767,0.0567,0.000000,1,1
1.1333,0.0567,0.000000,1,1
1.1900,0.0567,0.000000,1,1
1.2467,0.0567,0.000000,1,1
1.3033,0.0567,0.000000,1,1
1.3600,0.0567,0.000000,1,1
1.4167,0.0567,0.000000,1,1
1.4733,0.0567,0.000000,1,1
1.5300,0.0567,0.000000,1,1
1.5867,0.0567,0.000000,1,1
1.6433,0.0567,0.000000,1,1
1.7000,0.0567,0.000954,1,1
-1.7000,0.1133,0.074086,120,0
-1.6433,0.1133,0.019402,120,0
-1.5867,0.1133,0.000000,1,1
-1.5300,0.1133,0.000000,1,1
-1.4733,0.1133,0.000000,1,1
-1.4167,0.1133,0.000000,1,1
-1.3600,0.1133,0.000000,1,1
-1.3033,0.1133,0.000000,1,1
-1.2467,0.1133,0.000000,1,1
-1.1900,0.1133,0.000000,1,1
-1.1333,0.1133,0.000000,1,1
-1.0767,0.1133,0.000000,1,1
-1.0200,0.1133,0.000000,1,1
-0.9633,0.1133,0.000000,1,1
-0.9067,0.1133,0.000000,1,1
-0.8500,0.1133,0.000000,1,1
-0.7933,0.1133,0.000000,1,1
-0.7367,0.1133,0.000000,1,1
-0.6800,0.1133,0.000000,1,1
-0.6233,0.1133,0.000000,1,1
-0.5667,0.1133,0.000000,1,1
-0.5100,0.1133,0.000000,1,1
-0.4533,0.1133,0.000000,1,1
-0.3967,0.1133,0.000000,1,1
-0.3400,0.1133,0.000000,1,1
-0.2833,0.1133,0.022310,120,0
-0.2267,0.1133,0.074049,120,0
-0.1700,0.1133,0.123155,120,0
-0.1133,0.1133,0.167192,120,0
-0.0567,0.1133,0.200759,120,0
0.0000,0.1133,0.214136,120,0
0.0567,0.1133,0.200759,120,0
0.1133,0.1133,0.167192,120,0
0.1700,0.1133,0.123155,120,0
0.2267,0.1133,0.074049,120,0
0.2833,0.1133,0.022310,120,0
0.3400,0.1133,0.000000,1,1
0.3967,0.1133,0.000000,1,1
0.4533,0.1133,0.000000,1,1
0.5100,0.1133,0.000000,1,1
0.5667,0.1133,0.000000,1,1
0.6233,0.1133,0.000000,1,1
0.6800,0.1133,0.000000,1,1
0.7367,0.1133,0.000000,1,1
0.7933,0.1133,0.000000,1,1
0.8500,0.1133,0.000000,1,1
0.9067,0.1133,0.000000,1,1
0.9633,0.1133,0.000000,1,1
1.0200,0.1133,0.000000,1,1
1.0767,0.1133,0.000000,1,1
1.1333,0.1133,0.000000,1,1
1.1900,0.1133,0.000000,1,1
1.2467,0.1133,0.000000,1,1
1.3033,0.1133,0.000000,1,1
1.3600,0.1133,0.000000,1,1
1.4167,0.1133,0.000000,1,1
1.4733,0.1133,0.000000,1,1
1.5300,0.1133,0.000000,1,1
1.5867,0.1133,0.000000,1,1
1.6433,0.1133,0.000000,1,1
1.7000,0.1133,0.003784,1,1
-1.7000,0.1700,0.061736,120,0
-1.6433,0.1700,0.006900,2,1
-1.5867,0.1700,0.000000,1,1
-1.5300,0.1700,0.000000,1,1
-1.4733,0.1700,0.000000,1,1
-1.4167,0.1700,0.000000,1,1
-1.3600,0.1700,0.000000,1,1
-1.3033,0.1700,0.000000,1,1
-1.2467,0.1700,0.000000,1,1
-1.1900,0.1700,0.000000,1,1
-1.1333,0.1700,0.000000,1,1
-1.0767,0.1700,0.000000,1,1
-1.0200,0.1700,0.000000,1,1
-0.9633,0.1700,0.000000,1,1
-0.9067,0.1700,0.000000,1,1
-0.8500,0.1700,0.000000,1,1
-0.7933,0.1700,0.000000,1,1
-0.7367,0.1700,0.000000,1,1
-0.6800,0.1700,0.000000,1,1
-0.6233,0.1700,0.000000,1,1
-0.5667,0.1700,0.000000,1,1
-0.5100,0.1700,0.000000,1,1
-0.4533,0.1700,0.000000,1,1
-0.3967,0.1700,0.000000,1,1
-0.3400,0.1700,0.000000,1,1
-0.2833,0.1700,0.000000,1,1
-0.2267,0.1700,0.044136,120,0
-0.1700,0.1700,0.087053,120,0
-0.1133,0.1700,0.123155,120,0
-0.0567,0.1700,0.148274,120,0
0.0000,0.1700,0.157470,120,0
0.0567,0.1700,0.148274,120,0
0.1133,0.1700,0.123155,120,0
0.1700,0.1700,0.087053,120,0
0.2267,0.1700,0.044136,120,0
0.2833,0.1700,0.000000,1,1
0.3400,0.1700,0.000000,1,1
0.3967,0.1700,0.000000,1,1
0.4533,0.1700,0.000000,1,1
0.5100,0.1700,0.000000,1,1
0.5667,0.1700,0.000000,1,1
0.6233,0.1700,0.000000,1,1
0.6800,0.1700,0.000000,1,1
