ix,iy,iz,x,y,z,targetDist,ok
0,9,7,-18.048002,30.863402,4.244201,5.247089,0
1,9,7,-15.638402,30.863402,4.244201,3.415377,0
2,9,7,-13.228801,30.863402,4.244201,1.804117,0
3,9,7,-10.819201,30.863402,4.244201,0.563874,0
4,9,7,-8.409600,30.863402,4.244201,12.759019,0
5,9,7,-6.000000,30.863402,4.244201,20.375733,0
6,9,7,-3.590400,30.863402,4.244201,20.095603,0
7,9,7,-1.180799,30.863402,4.244201,10.185252,0
8,9,7,1.228801,30.863402,4.244201,0.842672,0
9,9,7,3.638402,30.863402,4.244201,2.056437,0
10,9,7,6.048002,30.863402,4.244201,3.714156,0
0,10,7,-18.048002,33.273002,4.244201,6.673331,0
1,10,7,-15.638402,33.273002,4.244201,5.260011,0
2,10,7,-13.228801,33.273002,4.244201,3.937504,0
3,10,7,-10.819201,33.273002,4.244201,2.337580,0
4,10,7,-8.409600,33.273002,4.244201,19.293713,0
5,10,7,-6.000000,33.273002,4.244201,22.610245,0
6,10,7,-3.590400,33.273002,4.244201,22.829601,0
7,10,7,-1.180799,33.273002,4.244201,14.598125,0
8,10,7,1.228801,33.273002,4.244201,2.514581,0
9,10,7,3.638402,33.273002,4.244201,4.720033,0
10,10,7,6.048002,33.273002,4.244201,5.948953,0
0,0,8,-18.048002,9.176998,6.653801,8.365092,0
1,0,8,-15.638402,9.176998,6.653801,6.844555,0
2,0,8,-13.228801,9.176998,6.653801,5.536145,0
3,0,8,-10.819201,9.176998,6.653801,4.493197,0
4,0,8,-8.409600,9.176998,6.653801,3.770604,0
5,0,8,-6.000000,9.176998,6.653801,3.413807,0
6,0,8,-3.590400,9.176998,6.653801,3.447275,0
7,0,8,-1.180799,9.176998,6.653801,3.868669,0
8,0,8,1.228801,9.176998,6.653801,4.649346,0
9,0,8,3.638402,9.176998,6.653801,5.741364,0
10,0,8,6.048002,9.176998,6.653801,7.089434,0
0,1,8,-18.048002,11.586598,6.653801,6.874623,0
1,1,8,-15.638402,11.586598,6.653801,5.218621,0
2,1,8,-13.228801,11.586598,6.653801,3.773837,0
3,1,8,-10.819201,11.586598,6.653801,2.610181,0
4,1,8,-8.409600,11.586598,6.653801,1.805992,0
5,1,8,-6.000000,11.586598,6.653801,1.418149,0
6,1,8,-3.590400,11.586598,6.653801,1.454055,0
7,1,8,-1.180799,11.586598,6.653801,1.914296,0
8,1,8,1.228801,11.586598,6.653801,2.784755,0
9,1,8,3.638402,11.586598,6.653801,4.001708,0
10,1,8,6.048002,11.586598,6.653801,5.486911,0
0,2,8,-18.048002,13.996199,6.653801,5.600825,0
1,2,8,-15.638402,13.996199,6.653801,3.809810,0
2,2,8,-13.228801,13.996199,6.653801,2.232540,0
3,2,8,-10.819201,13.996199,6.653801,1.009013,0
4,2,8,-8.409600,13.996199,6.653801,1.693983,0
5,2,8,-6.000000,13.996199,6.653801,3.702432,0
6,2,8,-3.590400,13.996199,6.653801,3.772562,0
7,2,8,-1.180799,13.996199,6.653801,1.646207,0
8,2,8,1.228801,13.996199,6.653801,1.184984,0
9,2,8,3.638402,13.996199,6.653801,2.481129,0
10,2,8,6.048002,13.996199,6.653801,4.101576,0
0,3,8,-18.048002,16.405799,6.653801,4.596292,0
1,3,8,-15.638402,16.405799,6.653801,2.687100,0
2,3,8,-13.228801,16.405799,6.653801,1.045734,0
3,3,8,-10.819201,16.405799,6.653801,3.373334,0
4,3,8,-8.409600,16.405799,6.653801,5.840257,0
5,3,8,-6.000000,16.405799,6.653801,6.845712,0
6,3,8,-3.590400,16.405799,6.653801,6.946884,0
7,3,8,-1.180799,16.405799,6.653801,6.087147,0
8,3,8,1.228801,16.405799,6.653801,3.416500,0
9,3,8,3.638402,16.405799,6.653801,1.292401,0
10,3,8,6.048002,16.405799,6.653801,2.998822,0
0,4,8,-18.048002,18.815400,6.653801,3.914055,0
1,4,8,-15.638402,18.815400,6.653801,1.924941,0
2,4,8,-13.228801,18.815400,6.653801,1.009375,0
3,4,8,-10.819201,18.815400,6.653801,5.635046,0
4,4,8,-8.409600,18.815400,6.653801,7.447144,0
5,4,8,-6.000000,18.815400,6.653801,8.274743,0
6,4,8,-3.590400,18.815400,6.653801,8.362931,0
7,4,8,-1.180799,18.815400,6.653801,7.685201,0
8,4,8,1.228801,18.815400,6.653801,5.910938,0
9,4,8,3.638402,18.815400,6.653801,0.965276,0
10,4,8,6.048002,18.815400,6.653801,2.247952,0
0,5,8,-18.048002,21.225000,6.653801,3.596826,0
1,5,8,-15.638402,21.225000,6.653801,1.575860,0
2,5,8,-13.228801,21.225000,6.653801,2.830736,0
3,5,8,-10.819201,21.225000,6.653801,6.421603,0
4,5,8,-8.409600,21.225000,6.653801,8.075872,0
5,5,8,-6.000000,21.225000,6.653801,8.846370,0
6,5,8,-3.590400,21.225000,6.653801,8.925237,0
7,5,8,-1.180799,21.225000,6.653801,8.297245,0
8,5,8,1.228801,21.225000,6.653801,6.712669,0
9,5,8,3.638402,21.225000,6.653801,2.496753,0
10,5,8,6.048002,21.225000,6.653801,1.900921,0
0,6,8,-18.048002,23.634600,6.653801,3.666215,0
1,6,8,-15.638402,23.634600,6.653801,1.651614,0
2,6,8,-13.228801,23.634600,6.653801,2.489715,0
3,6,8,-10.819201,23.634600,6.653801,6.258342,0
4,6,8,-8.409600,23.634600,6.653801,7.943199,0
5,6,8,-6.000000,23.634600,6.653801,8.725328,0
6,6,8,-3.590400,23.634600,6.653801,8.806393,0
7,6,8,-1.180799,23.634600,6.653801,8.168710,0
8,6,8,1.228801,23.634600,6.653801,6.547976,0
9,6,8,3.638402,23.634600,6.653801,2.050653,0
10,6,8,6.048002,23.634600,6.653801,1.976556,0
0,7,8,-18.048002,26.044201,6.653801,4.117415,0
1,7,8,-15.638402,26.044201,6.653801,2.151270,0
2,7,8,-13.228801,26.044201,6.653801,0.447448,0
3,7,8,-10.819201,26.044201,6.653801,5.065343,0
4,7,8,-8.409600,26.044201,6.653801,8.897348,0
5,7,8,-6.000000,26.044201,6.653801,11.715294,0
6,7,8,-3.590400,26.044201,6.653801,11.550872,0
7,7,8,-1.180799,26.044201,6.653801,8.610172,0
8,7,8,1.228801,26.044201,6.653801,5.315227,0
9,7,8,3.638402,26.044201,6.653801,0.850467,0
10,7,8,6.048002,26.044201,6.653801,2.471507,0
0,8,8,-18.048002,28.453801,6.653801,4.920324,0
1,8,8,-15.638402,28.453801,6.653801,3.050011,0
2,8,8,-13.228801,28.453801,6.653801,1.415239,0
3,8,8,-10.819201,28.453801,6.653801,7.047665,0
4,8,8,-8.409600,28.453801,6.653801,13.704838,0
5,8,8,-6.000000,28.453801,6.653801,16.906184,0
6,8,8,-3.590400,28.453801,6.653801,16.698026,0
7,8,8,-1.180799,28.453801,6.653801,13.000020,0
8,8,8,1.228801,28.453801,6.653801,5.691562,0
9,8,8,3.638402,28.453801,6.653801,1.667331,0
10,8,8,6.048002,28.453801,6.653801,3.355338,0
0,9,8,-18.048002,30.863402,6.653801,6.027169,0
1,9,8,-15.638402,30.863402,6.653801,4.283413,0
2,9,8,-13.228801,30.863402,6.653801,2.750788,0
3,9,8,-10.819201,30.863402,6.653801,10.653600,0
4,9,8,-8.409600,30.863402,6.653801,20.510692,0
5,9,8,-6.000000,30.863402,6.653801,21.858581,0
6,9,8,-3.590400,30.863402,6.653801,21.830960,0
7,9,8,-1.180799,30.863402,6.653801,19.672302,0
8,9,8,1.228801,30.863402,6.653801,8.182459,0
9,9,8,3.638402,30.863402,6.653801,2.992853,0
10,9,8,6.048002,30.863402,6.653801,4.566972,0
0,10,8,-18.048002,33.273002,6.653801,7.384031,0
1,10,8,-15.638402,33.273002,6.653801,5.776903,0
2,10,8,-13.228801,33.273002,6.653801,4.381591,0
3,10,8,-10.819201,33.273002,6.653801,13.604296,0
4,10,8,-8.409600,33.273002,6.653801,23.541259,0
5,10,8,-6.000000,33.273002,6.653801,24.249602,0
6,10,8,-3.590400,33.273002,6.653801,24.264595,0
7,10,8,-1.180799,33.273002,6.653801,22.899999,0
8,10,8,1.228801,33.273002,6.653801,10.677851,0
9,10,8,3.638402,33.273002,6.653801,4.601256,0
10,10,8,6.048002,33.273002,6.653801,6.036714,0
0,0,9,-18.048002,9.176998,9.063402,9.312290,0
1,0,9,-15.638402,9.176998,9.063402,7.866949,0
2,0,9,-13.228801,9.176998,9.063402,6.632677,0
3,0,9,-10.819201,9.176998,9.063402,5.655914,0
4,0,9,-8.409600,9.176998,9.063402,4.982955,0
5,0,9,-6.000000,9.176998,9.063402,4.651683,0
6,0,9,-3.590400,9.176998,9.063402,4.682733,0
7,0,9,-1.180799,9.176998,9.063402,5.074113,0
8,0,9,1.228801,9.176998,9.063402,5.801738,0
9,0,9,3.638402,9.176998,9.063402,6.825634,0
10,0,9,6.048002,9.176998,9.063402,8.098969,0
0,1,9,-18.048002,11.586598,9.063402,7.895422,0
1,1,9,-15.638402,11.586598,9.063402,6.334614,0
2,1,9,-13.228801,11.586598,9.063402,4.985960,0
3,1,9,-10.819201,11.586598,9.063402,3.906881,0
4,1,9,-8.409600,11.586598,9.063402,3.157515,0
5,1,9,-6.000000,11.586598,9.063402,2.787368,0
6,1,9,-3.590400,11.586598,9.063402,2.822080,0
7,1,9,-1.180799,11.586598,9.063402,3.259260,0
8,1,9,1.228801,11.586598,9.063402,4.068658,0
9,1,9,3.638402,11.586598,9.063402,5.197864,0
10,1,9,6.048002,11.586598,9.063402,6.586421,0
0,2,9,-18.048002,13.996199,9.063402,6.693466,0
1,2,9,-15.638402,13.996199,9.063402,5.019394,0
2,2,9,-13.228801,13.996199,9.063402,3.556329,0
3,2,9,-10.819201,13.996199,9.063402,2.377602,0
4,2,9,-8.409600,13.996199,9.063402,1.567982,0
5,2,9,-6.000000,13.996199,9.063402,1.185659,0
6,2,9,-3.590400,13.996199,9.063402,1.220898,0
7,2,9,-1.180799,13.996199,9.063402,1.676301,0
8,2,9,1.228801,13.996199,9.063402,2.554265,0
9,2,9,3.638402,13.996199,9.063402,3.787213,0
10,2,9,6.048002,13.996199,9.063402,5.290825,0
0,3,9,-18.048002,16.405799,9.063402,5.752175,0
1,3,9,-15.638402,16.405799,9.063402,3.978171,0
2,3,9,-13.228801,16.405799,9.063402,2.416549,0
3,3,9,-10.819201,16.405799,9.063402,1.188053,0
4,3,9,-8.409600,16.405799,9.063402,0.860404,0
5,3,9,-6.000000,16.405799,9.063402,2.960691,0
6,3,9,-3.590400,16.405799,9.063402,2.946188,0
7,3,9,-1.180799,16.405799,9.063402,0.923910,0
8,3,9,1.228801,16.405799,9.063402,1.365364,0
9,3,9,3.638402,16.405799,9.063402,2.662965,0
10,3,9,6.048002,16.405799,9.063402,4.266988,0
0,4,9,-18.048002,18.815400,9.063402,5.116320,0
1,4,9,-15.638402,18.815400,9.063402,3.269262,0
2,4,9,-13.228801,18.815400,9.063402,1.647217,0
3,4,9,-10.819201,18.815400,9.063402,0.635173,0
4,4,9,-8.409600,18.815400,9.063402,4.257173,0
5,4,9,-6.000000,18.815400,9.063402,5.487794,0
6,4,9,-3.590400,18.815400,9.063402,5.538151,0
7,4,9,-1.180799,18.815400,9.063402,4.325309,0
8,4,9,1.228801,18.815400,9.063402,0.837732,0
9,4,9,3.638402,18.815400,9.063402,1.900073,0
10,4,9,6.048002,18.815400,9.063402,3.570660,0
0,5,9,-18.048002,21.225000,9.063402,4.821535,0
1,5,9,-15.638402,21.225000,9.063402,2.939410,0
2,5,9,-13.228801,21.225000,9.063402,1.300437,0
3,5,9,-10.819201,21.225000,9.063402,2.303147,0
4,5,9,-8.409600,21.225000,9.063402,5.252007,0
5,5,9,-6.000000,21.225000,9.063402,6.309941,0
6,5,9,-3.590400,21.225000,9.063402,6.365112,0
7,5,9,-1.180799,21.225000,9.063402,5.370277,0
8,5,9,1.228801,21.225000,9.063402,2.008463,0
9,5,9,3.638402,21.225000,9.063402,1.551252,0
10,5,9,6.048002,21.225000,9.063402,3.246708,0
0,6,9,-18.048002,23.634600,9.063402,4.885973,0
1,6,9,-15.638402,23.634600,9.063402,3.011558,0
2,6,9,-13.228801,23.634600,9.063402,1.755180,0
3,6,9,-10.819201,23.634600,9.063402,5.229918,0
4,6,9,-8.409600,23.634600,9.063402,6.971390,0
5,6,9,-6.000000,23.634600,9.063402,8.065110,0
6,6,9,-3.590400,23.634600,9.063402,8.073993,0
7,6,9,-1.180799,23.634600,9.063402,7.004720,0
8,6,9,1.228801,23.634600,9.063402,5.179363,0
9,6,9,3.638402,23.634600,9.063402,1.634224,0
10,6,9,6.048002,23.634600,9.063402,3.317572,0
0,7,9,-18.048002,26.044201,9.063402,5.305573,0
1,7,9,-15.638402,26.044201,9.063402,3.480676,0
2,7,9,-13.228801,26.044201,9.063402,3.929572,0
3,7,9,-10.819201,26.044201,9.063402,10.145247,0
4,7,9,-8.409600,26.044201,9.063402,12.312600,0
5,7,9,-6.000000,26.044201,9.063402,13.613256,0
6,7,9,-3.590400,26.044201,9.063402,13.539541,0
7,7,9,-1.180799,26.044201,9.063402,12.139922,0
8,7,9,1.228801,26.044201,9.063402,9.166169,0
9,7,9,3.638402,26.044201,9.063402,3.124722,0
10,7,9,6.048002,26.044201,9.063402,3.778286,0
0,8,9,-18.048002,28.453801,9.063402,6.055145,0
1,8,9,-15.638402,28.453801,9.063402,4.314417,0
2,8,9,-13.228801,28.453801,9.063402,6.360260,0
3,8,9,-10.819201,28.453801,9.063402,13.881761,0
4,8,9,-8.409600,28.453801,9.063402,18.598960,0
5,8,9,-6.000000,28.453801,9.063402,19.759440,0
6,8,9,-3.590400,28.453801,9.063402,19.714246,0
7,8,9,-1.180799,28.453801,9.063402,18.091264,0
8,8,9,1.228801,28.453801,9.063402,12.690635,0
9,8,9,3.638402,28.453801,9.063402,5.249031,0
10,8,9,6.048002,28.453801,9.063402,4.597450,0
0,9,9,-18.048002,30.863402,9.063402,7.094765,0
1,9,9,-15.638402,30.863402,9.063402,5.460230,0
2,9,9,-13.228801,30.863402,9.063402,8.871199,0
3,9,9,-10.819201,30.863402,9.063402,17.444954,0
4,9,9,-8.409600,30.863402,9.063402,21.843489,0
5,9,9,-6.000000,30.863402,9.063402,22.873694,0
6,9,9,-3.590400,30.863402,9.063402,22.808970,0
7,9,9,-1.180799,30.863402,9.063402,21.423146,0
8,9,9,1.228801,30.863402,9.063402,16.182047,0
9,9,9,3.638402,30.863402,9.063402,7.497705,0
10,9,9,6.048002,30.863402,9.063402,5.724792,0
0,10,9,-18.048002,33.273002,9.063402,8.378492,0
1,10,9,-15.638402,33.273002,9.063402,6.859074,0
2,10,9,-13.228801,33.273002,9.063402,11.449166,0
3,10,9,-10.819201,33.273002,9.063402,20.886331,0
4,10,9,-8.409600,33.273002,9.063402,24.686765,0
5,10,9,-6.000000,33.273002,9.063402,25.280685,0
6,10,9,-3.590400,33.273002,9.063402,25.254828,0
7,10,9,-1.180799,33.273002,9.063402,24.386013,0
8,10,9,1.228801,33.273002,9.063402,19.616670,0
9,10,9,3.638402,33.273002,9.063402,9.815567,0
10,10,9,6.048002,33.273002,9.063402,7.103761,0
0,0,10,-18.048002,9.176998,11.473002,10.487840,0
1,0,10,-15.638402,9.176998,11.473002,9.125978,0
2,0,10,-13.228801,9.176998,11.473002,7.972353,0
3,0,10,-10.819201,9.176998,11.473002,7.066456,0
4,0,10,-8.409600,9.176998,11.473002,6.446309,0
5,0,10,-6.000000,9.176998,11.473002,6.142285,0
6,0,10,-3.590400,9.176998,11.473002,6.170746,0
7,0,10,-1.180799,9.176998,11.473002,6.530115,0
8,0,10,1.228801,9.176998,11.473002,7.201275,0
9,0,10,3.638402,9.176998,11.473002,8.152075,0
10,0,10,6.048002,9.176998,11.473002,9.343848,0
0,1,10,-18.048002,11.586598,11.473002,9.152698,0
1,1,10,-15.638402,11.586598,11.473002,7.695218,0
2,1,10,-13.228801,11.586598,11.473002,6.449070,0
3,1,10,-10.819201,11.586598,11.473002,5.461763,0
4,1,10,-8.409600,11.586598,11.473002,4.780898,0
5,1,10,-6.000000,11.586598,11.473002,4.445541,0
6,1,10,-3.590400,11.586598,11.473002,4.476980,0
7,1,10,-1.180799,11.586598,11.473002,4.873159,0
8,1,10,1.228801,11.586598,11.473002,5.609230,0
9,1,10,3.638402,11.586598,11.473002,6.643986,0
10,1,10,6.048002,11.586598,11.473002,7.929307,0
0,2,10,-18.048002,13.996199,11.473002,8.028947,0
1,2,10,-15.638402,13.996199,11.473002,6.479802,0
2,2,10,-13.228801,13.996199,11.473002,5.142838,0
3,2,10,-10.819201,13.996199,11.473002,4.074254,0
4,2,10,-8.409600,13.996199,11.473002,3.332603,0
5,2,10,-6.000000,13.996199,11.473002,2.966236,0
6,2,10,-3.590400,13.996199,11.473002,3.000599,0
7,2,10,-1.180799,13.996199,11.473002,3.433295,0
8,2,10,1.228801,13.996199,11.473002,4.234399,0
9,2,10,3.638402,13.996199,11.473002,5.352799,0
10,2,10,6.048002,13.996199,11.473002,6.729600,0
0,3,10,-18.048002,16.405799,11.473002,7.155436,0
1,3,10,-15.638402,16.405799,11.473002,5.526724,0
2,3,10,-13.228801,16.405799,11.473002,4.109576,0
3,3,10,-10.819201,16.405799,11.473002,2.969628,0
4,3,10,-8.409600,16.405799,11.473002,2.276814,0
5,3,10,-6.000000,16.405799,11.473002,2.385979,0
6,3,10,-3.590400,16.405799,11.473002,2.357386,0
7,3,10,-1.180799,16.405799,11.473002,2.322961,0
8,3,10,1.228801,16.405799,11.473002,3.140731,0
9,3,10,3.638402,16.405799,11.473002,4.332869,0
10,3,10,6.048002,16.405799,11.473002,5.790276,0
0,4,10,-18.048002,18.815400,11.473002,6.568940,0
1,4,10,-15.638402,18.815400,11.473002,4.882231,0
2,4,10,-13.228801,18.815400,11.473002,3.406411,0
3,4,10,-10.819201,18.815400,11.473002,3.194497,0
4,4,10,-8.409600,18.815400,11.473002,4.727233,0
5,4,10,-6.000000,18.815400,11.473002,5.730939,0
6,4,10,-3.590400,18.815400,11.473002,5.634360,0
7,4,10,-1.180799,18.815400,11.473002,4.470155,0
8,4,10,1.228801,18.815400,11.473002,3.019724,0
9,4,10,3.638402,18.815400,11.473002,3.639386,0
10,4,10,6.048002,18.815400,11.473002,5.155861,0
0,5,10,-18.048002,21.225000,11.473002,6.298062,0
1,5,10,-15.638402,21.225000,11.473002,4.583254,0
2,5,10,-13.228801,21.225000,11.473002,3.813122,0
3,5,10,-10.819201,21.225000,11.473002,6.152636,0
4,5,10,-8.409600,21.225000,11.473002,8.579309,0
5,5,10,-6.000000,21.225000,11.473002,9.753127,0
6,5,10,-3.590400,21.225000,11.473002,9.658958,0
7,5,10,-1.180799,21.225000,11.473002,8.236847,0
8,5,10,1.228801,21.225000,11.473002,5.682069,0
9,5,10,3.638402,21.225000,11.473002,3.675343,0
10,5,10,6.048002,21.225000,11.473002,4.861774,0
0,6,10,-18.048002,23.634600,11.473002,6.357217,0
1,6,10,-15.638402,23.634600,11.473002,4.665916,0
2,6,10,-13.228801,23.634600,11.473002,6.070266,0
3,6,10,-10.819201,23.634600,11.473002,9.688708,0
4,6,10,-8.409600,23.634600,11.473002,12.540167,0
5,6,10,-6.000000,23.634600,11.473002,13.851556,0
6,6,10,-3.590400,23.634600,11.473002,13.739952,0
7,6,10,-1.180799,23.634600,11.473002,12.157077,0
8,6,10,1.228801,23.634600,11.473002,9.085673,0
9,6,10,3.638402,23.634600,11.473002,5.540036,0
10,6,10,6.048002,23.634600,11.473002,4.926057,0
0,7,10,-18.048002,26.044201,11.473002,6.743189,0
1,7,10,-15.638402,26.044201,11.473002,5.630059,0
2,7,10,-13.228801,26.044201,11.473002,8.910741,0
3,7,10,-10.819201,26.044201,11.473002,13.309497,0
4,7,10,-8.409600,26.044201,11.473002,16.312610,0
5,7,10,-6.000000,26.044201,11.473002,17.597487,0
6,7,10,-3.590400,26.044201,11.473002,17.484964,0
7,7,10,-1.180799,26.044201,11.473002,15.930513,0
8,7,10,1.228801,26.044201,11.473002,12.627711,0
9,7,10,3.638402,26.044201,11.473002,8.154747,0
10,7,10,6.048002,26.044201,11.473002,5.547346,0
0,8,10,-18.048002,28.453801,11.473002,7.435920,0
1,8,10,-15.638402,28.453801,11.473002,7.304207,0
2,8,10,-13.228801,28.453801,11.473002,11.948422,0
3,8,10,-10.819201,28.453801,11.473002,16.867157,0
4,8,10,-8.409600,28.453801,11.473002,19.763312,0
5,8,10,-6.000000,28.453801,11.473002,20.843780,0
6,8,10,-3.590400,28.453801,11.473002,20.753951,0
7,8,10,-1.180799,28.453801,11.473002,19.421007,0
8,8,10,1.228801,28.453801,11.473002,16.152601,0
9,8,10,3.638402,28.453801,11.473002,11.022966,0
10,8,10,6.048002,28.453801,11.473002,6.914293,0
0,9,10,-18.048002,30.863402,11.473002,8.403147,0
1,9,10,-15.638402,30.863402,11.473002,9.316543,0
2,9,10,-13.228801,30.863402,11.473002,15.077811,0
3,9,10,-10.819201,30.863402,11.473002,20.281668,0
4,9,10,-8.409600,30.863402,11.473002,22.870855,0
5,9,10,-6.000000,30.863402,11.473002,23.686044,0
6,9,10,-3.590400,30.863402,11.473002,23.622983,0
7,9,10,-1.180799,30.863402,11.473002,22.591284,0
8,9,10,1.228801,30.863402,11.473002,19.579063,0
9,9,10,3.638402,30.863402,11.473002,14.013017,0
10,9,10,6.048002,30.863402,11.473002,8.683252,0
0,10,10,-18.048002,33.273002,11.473002,9.606719,0
1,10,10,-15.638402,33.273002,11.473002,11.507039,0
2,10,10,-13.228801,33.273002,11.473002,18.248669,0
3,10,10,-10.819201,33.273002,11.473002,23.512027,0
4,10,10,-8.409600,33.273002,11.473002,25.676758,0
5,10,10,-6.000000,33.273002,11.473002,26.224628,0
6,10,10,-3.590400,33.273002,11.473002,26.186779,0
7,10,10,-1.180799,33.273002,11.473002,25.467729,0
8,10,10,1.228801,33.273002,11.473002,22.858812,0
9,10,10,3.638402,33.273002,11.473002,17.072278,0
10,10,10,6.048002,33.273002,11.473002,10.664794,0
